2012,10,2,0,0,0
2012,10,3,0,0,0
2012,10,4,0,0,0
2012,10,5,0,0,0
2012,10,6,0,0,0
2012,10,7,0,0,0
2012,10,8,0,0,0
2012,10,9,0,0,0
2012,10,10,0,0,0
2012,10,11,0,0,0
2012,10,12,0,0,0.508
2012,10,13,0,0,0
2012,10,14,0,0,11.938
2012,10,15,0,0,0.254
2012,10,16,0,0,0
2012,10,17,0,0,1.778
2012,10,18,0,0,0
2012,10,19,0,0,0
2012,10,20,0,0,0
2012,10,21,0,0,0
2012,10,22,0,0,0
2012,10,23,0,0,0
2012,10,24,0,0,0
2012,10,25,0,0,0
2012,10,26,0,0,0
2012,10,27,0,0,0.762
2012,10,28,0,0,0
2012,10,29,0,0,0
2012,10,30,0,0,0
2012,10,31,0,0,0
2012,11,1,0,0,0
2012,11,2,0,0,0
2012,11,3,0,0,0
2012,11,4,0,0,0
2012,11,5,0,0,0
2012,11,6,0,0,0
2012,11,7,0,0,0
2012,11,8,0,0,0
2012,11,9,0,0,0
2012,11,10,0,0,0
2012,11,11,0,0,0
2012,11,12,0,0,0
2012,11,13,0,0,0
2012,11,14,0,0,0
2012,11,15,0,0,0
2012,11,16,0,0,0
2012,11,17,0,0,0
2012,11,18,0,0,0
2012,11,19,0,0,0
2012,11,20,0,0,0
2012,11,21,0,0,0
2012,11,22,0,0,0
2012,11,23,0,0,0
2012,11,24,0,0,0
2012,11,25,0,0,0
2012,11,26,0,0,0
2012,11,27,0,0,0
2012,11,28,0,0,0
2012,11,29,0,0,0
2012,11,30,0,0,0
2012,12,1,0,0,0
2012,12,2,0,0,0
2012,12,3,0,0,0
2012,12,4,0,0,0
2012,12,5,0,0,0
2012,12,6,0,0,0
2012,12,7,0,0,0
2012,12,8,0,0,0
2012,12,9,0,0,0
2012,12,10,0,0,0
2012,12,11,0,0,0
2012,12,12,0,0,0
2012,12,13,0,0,0
2012,12,14,0,0,0
2012,12,15,0,0,0
2012,12,16,0,0,1.524
2012,12,17,0,0,0
2012,12,18,0,0,0
2012,12,19,0,0,0
2012,12,20,0,0,0
2012,12,21,0,0,0
2012,12,22,0,0,0
2012,12,23,0,0,0
2012,12,24,0,0,0
2012,12,25,0,0,0
2012,12,26,0,0,0
2012,12,27,0,0,0
2012,12,28,0,0,0
2012,12,29,0,0,0
2012,12,30,0,0,0
2012,12,31,0,0,0
2013,1,1,0,0,3.302
2013,1,2,0,0,0
2013,1,3,0,0,0
2013,1,4,0,0,0.254
2013,1,5,0,0,2.54
2013,1,6,0,0,0
2013,1,7,0,0,0
2013,1,8,0,0,0.508
2013,1,9,0,0,33.02
2013,1,10,0,0,6.096
2013,1,11,0,0,0
2013,1,12,0,0,0.254
2013,1,13,0,0,0
2013,1,14,0,0,0
2013,1,15,0,0,0.254
2013,1,16,0,0,0
2013,1,17,0,0,0
2013,1,18,0,0,0
2013,1,19,0,0,0
2013,1,20,0,0,0
2013,1,21,0,0,0
2013,1,22,0,0,0
2013,1,23,0,0,0
2013,1,24,0,0,0
2013,1,25,0,0,0
